OBJECTID,Shape_Leng,conduitid,routeid,cableids,startnode,endnode,nbnnestcol,nbnnestrow,nbnsubduct,nbnmat,nbndiamtr,nestcolumn,nestrow,subductnum,material,diameter,fill,nbnlength,actlength,owner,scopestate,mandrelcal,mandrelscp,mandrelmax,blockenda,blockendb,blocksurf,fr02,fr05,fr06,fr07,fr08,fr09,fr10,fr12,fr14,fr15,fr16,notperplan,ohsflag,deadcable,othdamage,stdcomment,fircomment,othcomment,phototaken,loadsource,projectid
83,10.52342820450,000000000207317457,000000000201494687,-,000000000207315285,000000000207236984,A,A,1,BI,31,A,A,1,BI,31,0,12.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
84,10.52342820450,000000000207317460,000000000201494687,-,000000000207315285,000000000207236984,A,A,2,BI,28,A,A,2,BI,28,0,12.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
85,10.52342820450,000000000207371233,000000000201494687,-,000000000207315285,000000000207236984,B,D,1,BI,28,B,D,1,BI,28,0,12.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
86,10.52342820450,000000015017228704,000000000201494687,-,000000000207315285,000000000207236984,A,A,3,BI,32,A,A,3,BI,32,0,12.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
87,85.58974304050,000000005001671093,000000005000272518,-,000000005001671058,000000005001671090,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
88,22.04829997480,000000004213061396,000000004202094164,-,000000000207698793,000000004213061386,A,A,0,BI,20,A,A,0,BI,20,0,20.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
89,91.65413174210,000000015010247157,000000015002029294,-,000000015010247128,000000015010247124,A,A,0,BI,100,A,A,0,BI,100,0,78.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
90,96.56472165010,000000005001032870,000000005000159630,-,000000005001032869,000000005001032885,A,A,0,BI,50,A,A,0,BI,50,0,82.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
91,27.81280636460,000000015013601755,000000015003179713,-,000000015013601730,000000000207611992,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
92,47.49199122090,000000004213175768,000000004202118519,-,000000000207486117,000000004213175725,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
93,24.49142696390,000000000207612731,000000000201547116,-,000000000207612624,000000000207612726,A,A,0,BI,20,A,A,0,BI,20,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
94,12.47523857860,000000015011549926,000000015002528730,-,000000015011547160,000000015011549925,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
95,23.38546486150,000000000207586054,000000000201543205,-,000000000207193702,000000000207586048,A,A,0,BI,20,A,A,0,BI,20,0,15.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
96,14.47092051940,000000015014596329,000000015003436167,-,000000015014596284,000000000207237185,A,A,0,BI,50,A,A,0,BI,50,0,14.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
97,37.96819387830,000000004213063917,000000004202094763,-,000000000207237155,000000004213063910,A,A,0,BI,20,A,A,0,BI,20,0,33.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
98,15.85731282370,000000004213170863,000000004202117733,-,000000000207485416,000000004213170812,A,A,0,BI,20,A,A,0,BI,20,0,15.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
99,35.79476486340,000000000207612797,000000000201547130,-,000000005001233103,000000000207612790,A,A,0,BI,35,A,A,0,BI,35,0,36.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
100,14.15184437240,000000004213238237,000000004202130781,-,000000005000370668,000000004213238205,A,A,0,BI,20,A,A,0,BI,20,0,13.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
101,67.93931137450,000000005002566669,000000005000449234,-,000000000207607683,000000005002566655,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
102,15.39003266960,000000004213060542,000000004202093942,-,000000000207610038,000000004213060529,A,A,0,BI,20,A,A,0,BI,20,0,14.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
103,15.43379932990,000000015010246109,000000015002029042,-,000000015010235708,000000015010246108,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
104,42.19186122700,000000000207169548,000000000201464745,-,000000000207148915,000000005000086359,A,A,0,BI,100,A,A,0,BI,100,0,18.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
105,42.19186122700,000000000207169549,000000000201464745,-,000000000207148915,000000005000086359,B,A,0,BI,100,B,A,0,BI,100,0,18.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
106,13.69447375770,000000004213236319,000000004202130425,-,000000005000370652,000000004213236294,A,A,0,BI,20,A,A,0,BI,20,0,13.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
107,33.35773270130,000000015014620778,000000015003442351,-,000000015014620759,000000015014620512,A,A,0,BI,32,A,A,0,BI,32,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
108,15.12072871980,000000015010236993,000000015002027015,-,000000015010235216,000000015010236992,A,A,0,BI,20,A,A,0,BI,20,0,19.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
109,9.64420000091,000000000207169523,000000000201464744,-,000000000207148923,000000000207148915,A,A,0,BI,100,A,A,0,BI,100,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
110,9.64420000091,000000000207169524,000000000201464744,-,000000000207148923,000000000207148915,B,A,0,BI,100,B,A,0,BI,100,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
111,4.54159333654,000000000207169444,000000000201464742,-,000000000207148932,000000000207148923,A,A,0,BI,100,A,A,0,BI,100,0,3.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
112,4.54159333654,000000000207169445,000000000201464742,-,000000000207148932,000000000207148923,B,A,0,BI,100,B,A,0,BI,100,0,3.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
113,4.54159333654,000000000207169446,000000000201464742,-,000000000207148932,000000000207148923,A,B,0,BI,100,A,B,0,BI,100,0,3.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
114,4.54159333654,000000000207169447,000000000201464742,-,000000000207148932,000000000207148923,B,B,0,BI,100,B,B,0,BI,100,0,3.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
115,12.02424430320,000000004213060287,000000004202093877,-,000000000207610137,000000004213060280,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
116,13.30048964870,000000004213244040,000000004202131726,-,000000000207613876,000000004213244004,A,A,0,BI,20,A,A,0,BI,20,0,12.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
117,104.13909697500,000000005001671026,000000005000272507,-,000000000207193315,000000005001671024,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
118,66.41211826590,000000000207196509,000000000201471412,-,000000000207193025,000000000207193367,A,A,0,BI,100,A,A,0,BI,100,0,61.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
119,13.93644231570,000000004213236044,000000004202130365,-,000000005002420101,000000004213236021,A,A,0,BI,20,A,A,0,BI,20,0,13.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
120,38.43790941590,000000000207196542,000000000201471418,-,000000000207193315,000000000207193321,A,A,0,BI,100,A,A,0,BI,100,0,55.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
121,29.00166209400,000000000207611741,000000000201546914,-,000000000207611724,000000000207611737,A,A,0,BI,10,A,A,0,BI,10,0,25.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
122,14.94654084100,000000004213244687,000000004202131827,-,000000000207612841,000000004213244656,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
123,20.56827898590,000000015019125020,000000015003606110,-,000000005001197093,000000015015318207,A,A,0,BI,100,A,A,0,BI,100,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
124,24.72319930050,000000015013842751,000000015003238367,-,000000015013841637,000000015013841630,A,A,0,BI,50,A,A,0,BI,50,0,22.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
125,13.55926164630,000000004213235425,000000004202130216,-,000000005000370406,000000004213235403,A,A,0,BI,20,A,A,0,BI,20,0,13.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
126,288.50283478900,000000015013196755,000000015003120718,6PNJ-00-00-TSS-005,000000015013196697,000000015013196691,A,A,0,BI,100,A,A,0,BI,100,0,250.00000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
127,13.64249412300,000000004213233559,000000004202129748,-,000000000207500788,000000004213233542,A,A,0,BI,20,A,A,0,BI,20,0,13.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
128,9.83372087558,000000015011548327,000000015002527850,-,000000015011547192,000000015011547158,A,A,0,BI,50,A,A,0,BI,50,0,14.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
129,13.83035706140,000000004213234997,000000004202130110,-,000000005000370182,000000004213234974,A,A,0,BI,20,A,A,0,BI,20,0,13.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
130,70.72130090840,000000000207218245,000000000201464801,-,000000000207148923,000000000207148727,A,A,0,BI,100,A,A,0,BI,100,0,39.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
131,70.72130090840,000000000207218246,000000000201464801,-,000000000207148923,000000000207148727,A,B,0,BI,100,A,B,0,BI,100,0,39.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
132,36.06780947990,000000015010246200,000000015002026698,-,000000015010235756,000000015010234851,A,A,0,BI,50,A,A,0,BI,50,0,32.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
133,15.42382684980,000000015014620777,000000015003442350,-,000000015014620761,000000015014620763,A,A,0,BI,32,A,A,0,BI,32,0,6.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
134,253.57595168000,000000005000619559,000000005000091363,-,000000000207148932,000000000207149801,A,A,0,BI,100,A,A,0,BI,100,0,217.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
135,253.57595168000,000000005000619560,000000005000091363,-,000000000207148932,000000000207149801,B,A,0,BI,100,B,A,0,BI,100,0,217.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
136,253.57595168000,000000005000619561,000000005000091363,-,000000000207148932,000000000207149801,A,B,0,BI,100,A,B,0,BI,100,0,217.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
137,253.57595168000,000000005000619562,000000005000091363,6PNJ-00-00-TSS-005,000000000207148932,000000000207149801,B,B,0,BI,100,B,B,0,BI,100,0,217.90000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
138,246.55450301600,000000000207680506,000000000201558426,-,000000000207680483,000000000207680500,A,A,0,BI,50,A,A,0,BI,50,0,210.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
139,80.00792055250,000000000207211936,000000000201472059,-,000000000207198074,000000005000106508,A,A,0,BI,80,A,A,0,BI,80,0,47.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
140,26.95082575010,000000004213060255,000000004202093867,-,000000000207237099,000000004213060239,A,A,0,BI,20,A,A,0,BI,20,0,25.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
141,48.49912515300,000000000207680557,000000000201558435,-,000000000207680500,000000005000947315,A,A,0,BI,80,A,A,0,BI,80,0,30.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
142,14.26632791110,000000004213234795,000000004202130059,-,000000000207499384,000000004213234774,A,A,0,BI,20,A,A,0,BI,20,0,14.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
143,35.91525416440,000000000207239435,000000000201479437,-,000000000207236932,000000000207237043,A,A,0,BI,100,A,A,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
144,35.91525416440,000000000207239436,000000000201479437,-,000000000207236932,000000000207237043,B,A,0,BI,100,B,A,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
145,35.91525416440,000000000207239439,000000000201479437,-,000000000207236932,000000000207237043,E,A,0,BI,100,E,A,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
146,35.91525416440,000000000207239440,000000000201479437,-,000000000207236932,000000000207237043,F,A,0,BI,100,F,A,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
147,35.91525416440,000000000207239441,000000000201479437,-,000000000207236932,000000000207237043,A,B,0,BI,100,A,B,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
148,35.91525416440,000000000207239442,000000000201479437,-,000000000207236932,000000000207237043,B,B,0,BI,100,B,B,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
149,35.91525416440,000000000207239445,000000000201479437,-,000000000207236932,000000000207237043,E,B,0,BI,100,E,B,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
150,35.91525416440,000000000207239446,000000000201479437,-,000000000207236932,000000000207237043,F,B,0,BI,100,F,B,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
151,35.91525416440,000000000207239447,000000000201479437,-,000000000207236932,000000000207237043,A,C,0,BI,100,A,C,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
152,35.91525416440,000000000207239448,000000000201479437,-,000000000207236932,000000000207237043,B,C,0,BI,100,B,C,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
153,35.91525416440,000000000207239451,000000000201479437,-,000000000207236932,000000000207237043,E,C,0,BI,100,E,C,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
154,35.91525416440,000000000207239452,000000000201479437,-,000000000207236932,000000000207237043,F,C,0,BI,100,F,C,0,BI,100,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
155,35.91525416440,000000000207317558,000000000201479437,-,000000000207236932,000000000207237043,F,A,1,BI,28,F,A,1,BI,28,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
156,13.06959134250,000000004213170741,000000004202117715,-,000000000207485416,000000004213170688,A,A,0,BI,20,A,A,0,BI,20,0,12.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
157,19.13641795570,000000015014595817,000000015003436062,-,000000000207237179,000000015014595815,A,A,0,BI,35,A,A,0,BI,35,0,19.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
158,9.32679806594,000000004213070791,000000004202096594,-,000000000207607605,000000004213070766,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
159,14.22355516150,000000004213170038,000000004202117604,-,000000005000370320,000000004213169991,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
160,12.82450632630,000000015010246202,000000015002026340,-,000000015010235849,000000015010234851,A,A,0,BI,50,A,A,0,BI,50,0,12.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
161,109.20853577800,000000015007536186,000000015001415952,-,000000000207681035,000000015007535816,B,A,0,BI,100,B,A,0,BI,100,0,93.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
162,109.20853577800,000000015007536187,000000015001415952,6PNJ-00-00-TSS-001,000000000207681035,000000015007535816,A,A,0,BI,100,A,A,0,BI,100,0,93.50000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
163,109.20853577800,000000015015318297,000000015001415952,-,000000000207681035,000000015007535816,A,A,1,BI,32,A,A,1,BI,32,0,93.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
164,12.20217133560,000000004213245642,000000004202132004,-,000000000207612749,000000004213245606,A,A,0,BI,20,A,A,0,BI,20,0,12.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
165,160.01553790500,000000000207687684,000000000201559855,-,000000000207687051,000000000207687601,A,A,0,BI,35,A,A,0,BI,35,0,140.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
166,70.50838179570,000000005001671095,000000005000272519,-,000000005001671058,000000005001671091,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
167,54.73380007440,000000015011548276,000000015002527841,-,000000015011547216,000000015011547196,A,A,0,BI,50,A,A,0,BI,50,0,46.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
168,14.46264920890,000000015010246106,000000015002029041,-,000000015010235708,000000015010246105,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
169,61.33269646760,000000000207485886,000000000201525928,-,000000000207485739,000000000207485881,A,A,0,BI,80,A,A,0,BI,80,0,46.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
170,18.28779124440,000000004213243318,000000004202131623,-,000000000207612556,000000004213243280,A,A,0,BI,20,A,A,0,BI,20,0,16.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
171,11.30855163010,000000015008877053,000000015001705648,-,000000015008877052,000000015008876994,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
172,22.77533245140,000000015013842752,000000015003238365,-,000000015013841630,000000015013841627,A,A,0,BI,50,A,A,0,BI,50,0,22.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
173,361.81165279500,000000005001197001,000000005000185924,-,000000005001196993,000000005001197093,A,A,0,BI,100,A,A,0,BI,100,0,306.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
